            Comp.1       Comp.2       Comp.3        Comp.4       Comp.5
  [1,]  5.53976970 -0.326484153  0.340360771  0.0181355474  0.179587419
  [2,]  5.51270230  0.407502589 -0.383557061  0.1271794334  0.292580785
  [3,]  5.45155463 -0.036670883  0.097912114 -0.2236580574 -0.040912442
  [4,]  5.38112736 -0.306458660  0.086955812  0.1028359804  0.122164718
  [5,]  5.19995142 -0.335274690 -0.048363066  0.3073487037  0.134932435
  [6,]  5.05510794  0.103341076 -0.171024345 -0.1076373707 -0.076097936
  [7,]  5.01155584  0.054095572  0.222422510 -0.2504835598 -0.146780888
  [8,]  4.89468796 -0.242159091  0.258591132  0.0939077403  0.083651750
  [9,]  4.89235238 -0.211305675 -0.293025615  0.0379897583  0.037822504
 [10,]  4.57483549 -0.125218242  0.422142157 -0.1806561179 -0.005354623
 [11,]  4.55414547 -0.288544140  0.281422998  0.0359617696  0.124932122
 [12,]  4.48524420 -0.262927359  0.238523420 -0.0055278347  0.076826947
 [13,]  4.36680255 -0.314670975 -0.182911383  0.0370737870  0.055405533
 [14,]  4.32115666 -0.576294656  0.456394978  0.0595402385 -0.114571731
 [15,]  4.28003961 -0.402579148  0.479011745  0.2936542214 -0.063433404
 [16,]  4.19835247 -0.037094934  0.255113816  0.0122269030  0.042390900
 [17,]  3.84688316 -0.496678318 -0.033849888  0.0497025866  0.024494092
 [18,]  3.76058699 -0.109014902 -0.206235533 -0.3668912049 -0.238000232
 [19,]  3.75439152 -0.112013294  0.084161783 -0.2003828353  0.021894917
 [20,]  3.67983990 -0.125469235  0.087930718 -0.0766671748 -0.117738600
 [21,]  3.59767815 -0.026061046  0.016208897 -0.2418590933 -0.001941378
 [22,]  3.50171560 -0.513708097  0.059809735 -0.2534889314 -0.053106630
 [23,]  3.48210601 -0.050266495 -0.008788182 -0.1623355880 -0.045850220
 [24,]  3.43965353 -0.044121328  0.068803265 -0.1551589089  0.063212245
 [25,]  3.35904031  0.401382475 -0.029258877 -0.2887884699  0.408465222
