            Comp.1       Comp.2       Comp.3       Comp.4       Comp.5
  [1,]  5.61419754  0.125210564  0.297837260 -0.076882259 -0.004567154
  [2,]  5.05193128 -0.397853825  0.188797898 -0.255796086 -0.031269970
  [3,]  4.51375315  0.397872941  0.030726878  0.036399388  0.279208318
  [4,]  4.57037978  0.248603756  0.135798909  0.071992410 -0.045410572
  [5,]  4.45183662  0.222453422  0.230710272  0.160537804 -0.036441939
  [6,]  4.80063485  0.590983515  0.050609891 -0.072644324 -0.052108329
  [7,]  4.25259047 -0.339616588 -0.317257165 -0.061318560  0.066940813
  [8,]  4.41991100 -0.007920719  0.061635567 -0.235356702 -0.210062360
  [9,]  4.43909566  0.478519394  0.133896046 -0.073185902 -0.057262153
 [10,]  4.37295467 -0.487618722  0.205376775 -0.020361705  0.119363783
 [11,]  4.31369319  0.715515683 -0.205614771 -0.097126125 -0.045430577
 [12,]  4.23614129 -0.208907285 -0.060915288 -0.096439118 -0.006886400
 [13,]  3.70077528 -0.228518399 -0.093815932 -0.172391778  0.178797018
 [14,]  3.87032198  0.829521195 -0.023216699  0.004701582 -0.037665833
 [15,]  3.82197312 -0.297592069 -0.314103977 -0.035717117  0.070037037
 [16,]  3.81795285 -0.373333543 -0.395079209  0.134839339  0.088946744
 [17,]  3.39709352  0.602058971  0.362725156 -0.207161712  0.178541387
 [18,]  3.45601321  0.362702534  0.044346015  0.405148878  0.252501155
 [19,]  3.10045480  0.979478612  0.194621986  0.530078333  0.209050741
 [20,]  2.98681905 -0.129856074  0.338887322  0.220547950 -0.174797820
 [21,]  3.09356818 -0.707602477  0.017521494  0.192525401 -0.179575193
 [22,]  2.99137064  0.091575400 -0.168753612  0.160199523 -0.033853116
 [23,]  2.96286214  1.019320895 -0.330156375 -0.295625095  0.067230971
 [24,]  2.84088896 -0.349034055  0.033142156  0.162800381 -0.173016170
 [25,]  2.93388774 -0.039315201  0.156718297  0.296301750  0.228316803
 [26,]  2.66037744 -0.253844860 -0.627080348 -0.009811214 -0.112598527
 [27,]  2.44327340  0.345176600  0.289968673 -0.106939929  0.380130743
 [28,]  2.54100065 -0.358923657  0.210753000 -0.016983627  0.057553057
 [29,]  2.76249949 -0.070052754  0.073406053  0.011462504 -0.187017808
 [30,]  2.64934763 -0.023794988  0.682322405 -0.053972341 -0.331332596
 [31,]  2.66193283 -0.500842328  0.284773038  0.064587020 -0.131134130
 [32,]  2.60518001  0.403233049 -0.157521629  0.140415223  0.032779069
 [33,]  2.52165313  0.049048958 -0.338732379  0.001861034  0.145011726
 [34,]  2.03578333  0.244769134 -0.633352930 -0.618440962  0.144267348
 [35,]  2.23198738  0.065006071 -0.621441343 -0.139328804 -0.181427047
 [36,]  2.09705865  0.506408287  0.098090731  0.495692001 -0.506408562
 [37,]  2.20341874 -0.146786820  0.477484593  0.072524950  0.061017687
 [38,]  1.64335713 -0.594256120  0.058553002  0.005905146 -0.261241793
 [39,]  1.74398309 -0.101841761  0.299566326 -0.384226662 -0.494458117
 [40,]  1.64623320  0.401027175  0.066403955 -0.206769908 -0.395512351
 [41,]  1.65423016 -0.157845102  0.036493257  0.041732116  0.064705978
 [42,]  1.73665823 -0.351298802  0.027823324  0.124916295 -0.180946181
 [43,]  1.21825614 -0.785112379  0.602154500  0.272355660 -0.118258234
 [44,]  1.41430162 -0.512220181 -0.178110962 -0.200653890 -0.530244596
 [45,]  1.41649063  0.749594407  0.600704025  0.124620037  0.145935541
 [46,]  1.28405123 -0.462567951  0.493118426  0.823636619  0.524190934
 [47,]  1.20081413 -0.227023292 -0.728648753 -0.208902067 -0.199404645
 [48,]  1.22404712  0.362090765 -0.036357155 -0.072348052 -0.057137579
 [49,]  1.41962769  0.068726313  0.883946627 -0.525431374 -0.076264768
 [50,]  1.12393048 -0.239517902  0.359525376  0.093702495  0.194511415
 [51,]  0.73785781  0.249042304 -0.262372090  0.001605957 -0.175731872
 [52,]  0.93185176  0.167983004 -0.167246116 -0.043928636  0.009385753
 [53,]  0.71804587 -0.305106058 -0.338398975  0.135828657  0.089910723
 [54,]  0.96882276 -0.806031105 -0.198433228  0.038769432  0.057871003
 [55,]  0.69727361  0.212487634  1.218384238  0.190302964  0.570705825
 [56,]  1.03876263 -0.854658812 -0.322166360  0.253283889 -0.103185430
 [57,]  0.56351799  0.205991439  0.160676009 -0.081610396 -0.385493129
 [58,]  0.37006675 -0.491208162 -0.178445511 -0.591863394 -0.007260957
 [59,]  0.55841499  0.407659661 -0.335259018 -0.139939199  0.071349418
 [60,]  0.50916559  0.018048910  0.231933362 -0.501661772  0.002196903
 [61,] -0.13025060 -0.536702103 -0.032513854  0.168627295  0.207272761
 [62,] -0.11298399  0.456111825 -0.065186111 -0.048593792  0.013887174
 [63,] -0.02756601 -0.172527681 -0.007319197 -0.181837921  0.106998680
 [64,] -0.11841774 -0.776168813 -0.460272948  0.188750846  0.532743272
 [65,] -0.05671898  0.311979392 -0.258188570  0.338496744  0.187638292
 [66,] -0.45349268 -0.555198423 -0.657739402  0.376063225 -0.080386124
 [67,] -0.65620075 -0.132945182  0.445464251  0.686741204  0.137972762
 [68,] -0.16554228 -0.298659687 -0.050520813  0.298085951 -0.225039123
 [69,] -0.45997634  0.070581776 -0.082655424 -0.140799056  0.057079866
 [70,] -0.61072911 -0.268573827  0.186870584 -0.605654939  0.053244962
 [71,] -0.21921734 -0.137077190 -0.661953188  0.060870036 -0.105993587
 [72,] -0.52246085 -0.110921207  0.565941872 -0.057274433 -0.017460234
 [73,] -0.78778403  0.171491840 -0.027864259 -0.070833520  0.253072765
 [74,] -0.64301204 -0.218592756 -0.364380084  0.268551331  0.295204259
 [75,] -0.82804558  0.630952524 -0.359820697  0.382873734 -0.125406744
 [76,] -0.96731195 -0.732888209 -0.677724738 -0.018792799 -0.062462685
 [77,] -0.75245999 -0.397602307 -0.231614348  0.099929403 -0.179955928
 [78,] -0.86361795 -0.366910410 -0.517574814 -0.001184285  0.201259527
 [79,] -1.09093914 -0.601237179  0.409760395 -0.487875797  0.244814588
